"AAPL.PVol","GOOG.PVol","AMZN.PVol","GSPC.PVol","VIX.Close","AAPL.Close","VXAPLCLS","VXAZNCLS","VXGOGCLS","GOOG.Close","AMZN.Close","GSPC.Close","Date","AAPL.Ret","AMZN.Ret","GOOG.Ret","GSPC.Ret","AAPL.Vol"
1,0.768026321856075,0.842556539543027,0.825965951915128,0.594771687691571,-0.436524530477836,0.534410290809813,0.55918583320384,0.523428612384668,-0.541260515228124,-0.243173691720264,-0.523046204080415,-0.0164048242221595,-0.0443693623362522,-0.00286485943110746,0.00740746804790219,0.0252436964647402,0.366280924340829
0.768026321856075,1,0.749292884233198,0.814047772493073,0.684474515922054,-0.497750333492152,0.483594435588754,0.513585820072044,0.495879519754593,-0.636583415343674,-0.270361071325639,-0.572936012346067,-0.159548600148876,-0.100166909885434,-0.0582996969639076,-0.0440528125731822,-0.0493737369811916,0.386231025288127
0.842556539543027,0.749292884233198,1,0.802633277346733,0.648619622563115,-0.496212714048612,0.58757070961386,0.737799990903752,0.665069541013825,-0.679447266004913,-0.38131242025502,-0.667085420344413,-0.224822154054493,-0.103903062658786,-0.0198224718889136,-0.0121903626191809,-0.0105756402085988,0.528494004125679
0.825965951915128,0.814047772493073,0.802633277346733,1,0.741254881540486,-0.503404088254479,0.570597732537277,0.627870349970558,0.622441305548514,-0.608613010903745,-0.438405909390412,-0.616198710329483,-0.175682012585412,-0.0485437423751786,0.0066578565890405,0.00614460311742734,0.0111432869262237,0.375995317504149
0.594771687691571,0.684474515922054,0.648619622563115,0.741254881540486,1,-0.409930268536728,0.697904888422958,0.712492909599208,0.723150562379831,-0.581403975839655,-0.386937714564943,-0.585125278877908,-0.109665160266063,-0.220131921995319,-0.221312408485887,-0.215962068481108,-0.292578364710303,0.46791183280544
-0.436524530477836,-0.497750333492152,-0.496212714048612,-0.503404088254479,-0.409930268536728,1,-0.236659501819971,-0.516455640187949,-0.461129664439888,0.81311888358423,0.555254907739737,0.880256315635743,0.62387469536975,0.111659056232176,-0.0034157811835409,0.029642274477088,0.0568170440652558,-0.242417078838733
0.534410290809813,0.483594435588754,0.58757070961386,0.570597732537277,0.697904888422958,-0.236659501819971,1,0.789305481474435,0.814508296854112,-0.410392575416447,-0.181778735826825,-0.348259625668892,0.122054080396737,-0.269598654764324,-0.20912592851501,-0.182364681109426,-0.213967651394086,0.661050934293563
0.55918583320384,0.513585820072044,0.737799990903752,0.627870349970558,0.712492909599208,-0.516455640187949,0.789305481474435,1,0.936149979352631,-0.656334012378621,-0.431733228779749,-0.678175901677313,-0.353353367294109,-0.222485082838746,-0.164624283620203,-0.138493847758679,-0.188644327775224,0.702910799054112
0.523428612384668,0.495879519754593,0.665069541013825,0.622441305548514,0.723150562379831,-0.461129664439888,0.814508296854112,0.936149979352631,1,-0.636492570786404,-0.357261120368788,-0.619712878920226,-0.248606955258006,-0.22035000212881,-0.17590597821252,-0.149264078254584,-0.194356505344204,0.668170983081343
-0.541260515228124,-0.636583415343674,-0.679447266004913,-0.608613010903745,-0.581403975839655,0.81311888358423,-0.410392575416447,-0.656334012378621,-0.636492570786404,1,0.542999311896888,0.871496082883921,0.579874669185513,0.152147458724442,0.0878208467870518,0.122570694552497,0.117709333067104,-0.371926619925867
-0.243173691720264,-0.270361071325639,-0.38131242025502,-0.438405909390412,-0.386937714564943,0.555254907739737,-0.181778735826825,-0.431733228779749,-0.357261120368788,0.542999311896888,1,0.627923122690687,0.581065576300707,0.0918258696131922,0.0261788790492989,0.0281621789301753,0.0514597439797985,-0.127848810072019
-0.523046204080415,-0.572936012346067,-0.667085420344413,-0.616198710329483,-0.585125278877908,0.880256315635743,-0.348259625668892,-0.678175901677313,-0.619712878920226,0.871496082883921,0.627923122690687,1,0.698928993517773,0.137600435404834,0.0598945623906718,0.0736183841929513,0.113835076481321,-0.339849967663822
-0.0164048242221595,-0.159548600148876,-0.224822154054493,-0.175682012585412,-0.109665160266063,0.62387469536975,0.122054080396737,-0.353353367294109,-0.248606955258006,0.579874669185513,0.581065576300707,0.698928993517773,1,0.050618569428306,-0.0532199881425339,0.0127697380359729,0.0290275238563921,-0.145222946361856
-0.0443693623362522,-0.100166909885434,-0.103903062658786,-0.0485437423751786,-0.220131921995319,0.111659056232176,-0.269598654764324,-0.222485082838746,-0.22035000212881,0.152147458724442,0.0918258696131922,0.137600435404834,0.050618569428306,1,0.621902173750926,0.627775263263301,0.740434882713245,-0.195888337366733
-0.00286485943110746,-0.0582996969639076,-0.0198224718889136,0.0066578565890405,-0.221312408485887,-0.0034157811835409,-0.20912592851501,-0.164624283620203,-0.17590597821252,0.0878208467870518,0.0261788790492989,0.0598945623906718,-0.0532199881425339,0.621902173750926,1,0.695203076538751,0.74836911467803,-0.0886732867354057
0.00740746804790219,-0.0440528125731822,-0.0121903626191809,0.00614460311742734,-0.215962068481108,0.029642274477088,-0.182364681109426,-0.138493847758679,-0.149264078254584,0.122570694552497,0.0281621789301753,0.0736183841929513,0.0127697380359729,0.627775263263301,0.695203076538751,1,0.765988332173664,-0.0699655332804213
0.0252436964647402,-0.0493737369811916,-0.0105756402085988,0.0111432869262237,-0.292578364710303,0.0568170440652558,-0.213967651394086,-0.188644327775224,-0.194356505344204,0.117709333067104,0.0514597439797985,0.113835076481321,0.0290275238563921,0.740434882713245,0.74836911467803,0.765988332173664,1,-0.139206625022401
0.366280924340829,0.386231025288127,0.528494004125679,0.375995317504149,0.46791183280544,-0.242417078838733,0.661050934293563,0.702910799054112,0.668170983081343,-0.371926619925867,-0.127848810072019,-0.339849967663822,-0.145222946361856,-0.195888337366733,-0.0886732867354057,-0.0699655332804213,-0.139206625022401,1
